订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
3924,2022-07-29,招牌三明治,快餐,60,10,600,现金,早晨
3925,2022-07-29,招牌三明治,快餐,60,12,720,现金,晚上
3926,2022-07-29,脆球点心,快餐,20,5,100,在线支付,晚上
3927,2022-07-29,法兰基卷,快餐,50,10,500,现金,下午
3928,2022-07-29,冰咖啡,饮品,40,8,320,现金,晚上
3929,2022-07-29,冰咖啡,饮品,40,13,520,现金,傍晚
3930,2022-07-29,脆球点心,快餐,20,8,160,现金,傍晚
3931,2022-07-29,咖喱土豆球,快餐,20,6,120,在线支付,傍晚
3932,2022-07-29,法兰基卷,快餐,50,4,200,现金,傍晚
3933,2022-07-29,新鲜甘蔗汁,饮品,25,10,250,其他,午夜
3934,2022-07-30,瓦达汉堡,快餐,20,4,80,在线支付,下午
3935,2022-07-30,冰咖啡,饮品,40,8,320,现金,傍晚
3936,2022-07-30,脆球点心,快餐,20,3,60,现金,下午
3937,2022-07-30,法兰基卷,快餐,50,10,500,在线支付,午夜
3938,2022-07-30,咖喱土豆球,快餐,20,4,80,现金,傍晚
3939,2022-07-30,新鲜甘蔗汁,饮品,25,4,100,在线支付,下午
3940,2022-07-30,新鲜甘蔗汁,饮品,25,5,125,在线支付,早晨
3941,2022-07-30,瓦达汉堡,快餐,20,5,100,现金,傍晚
3942,2022-07-30,咖喱土豆球,快餐,20,15,300,其他,下午
3943,2022-07-30,冰咖啡,饮品,40,12,480,现金,傍晚
3944,2022-07-30,脆球点心,快餐,20,4,80,其他,傍晚
3945,2022-07-30,冰咖啡,饮品,40,9,360,现金,午夜
3946,2022-07-30,法兰基卷,快餐,50,14,700,现金,下午
3947,2022-07-30,脆球点心,快餐,20,8,160,在线支付,午夜
3948,2022-07-30,法兰基卷,快餐,50,11,550,现金,早晨
3949,2022-07-30,脆球点心,快餐,20,8,160,现金,午夜
3950,2022-07-30,新鲜甘蔗汁,饮品,25,12,300,在线支付,下午
3951,2022-07-30,新鲜甘蔗汁,饮品,25,3,75,现金,早晨
3952,2022-07-30,法兰基卷,快餐,50,9,450,在线支付,早晨
3953,2022-07-30,新鲜甘蔗汁,饮品,25,6,150,现金,午夜
3954,2022-07-30,冰咖啡,饮品,40,8,320,现金,午夜
3955,2022-07-30,法兰基卷,快餐,50,3,150,其他,早晨
3956,2022-07-30,冰咖啡,饮品,40,12,480,在线支付,傍晚
3957,2022-07-30,法兰基卷,快餐,50,4,200,其他,傍晚
3958,2022-07-30,瓦达汉堡,快餐,20,3,60,现金,傍晚
3959,2022-07-30,脆球点心,快餐,20,3,60,在线支付,晚上
3960,2022-07-30,招牌三明治,快餐,60,14,840,在线支付,傍晚
3961,2022-07-30,脆球点心,快餐,20,9,180,其他,晚上
3962,2022-07-30,新鲜甘蔗汁,饮品,25,6,150,在线支付,傍晚
3963,2022-07-30,法兰基卷,快餐,50,8,400,现金,早晨
3964,2022-07-30,瓦达汉堡,快餐,20,11,220,现金,傍晚
3965,2022-07-30,瓦达汉堡,快餐,20,6,120,在线支付,午夜
3966,2022-07-30,咖喱土豆球,快餐,20,4,80,在线支付,晚上
3967,2022-07-30,瓦达汉堡,快餐,20,15,300,在线支付,晚上
3968,2022-07-30,瓦达汉堡,快餐,20,11,220,在线支付,早晨
3969,2022-07-30,脆球点心,快餐,20,6,120,现金,早晨
3970,2022-07-30,法兰基卷,快餐,50,12,600,现金,午夜
3971,2022-07-30,瓦达汉堡,快餐,20,11,220,现金,傍晚
3972,2022-07-30,脆球点心,快餐,20,4,80,在线支付,晚上
3973,2022-07-30,法兰基卷,快餐,50,15,750,其他,早晨
3974,2022-07-30,瓦达汉堡,快餐,20,7,140,在线支付,晚上
3975,2022-07-30,法兰基卷,快餐,50,2,100,现金,晚上
3976,2022-07-30,招牌三明治,快餐,60,5,300,现金,下午
3977,2022-07-30,招牌三明治,快餐,60,5,300,在线支付,晚上
3978,2022-07-30,冰咖啡,饮品,40,12,480,现金,晚上
3979,2022-07-30,瓦达汉堡,快餐,20,6,120,在线支付,晚上
3980,2022-07-30,新鲜甘蔗汁,饮品,25,7,175,现金,早晨
3981,2022-07-30,新鲜甘蔗汁,饮品,25,10,250,现金,下午
3982,2022-07-30,新鲜甘蔗汁,饮品,25,14,350,在线支付,晚上
3983,2022-07-30,法兰基卷,快餐,50,8,400,在线支付,傍晚
3984,2022-07-30,瓦达汉堡,快餐,20,3,60,现金,傍晚
3985,2022-07-30,招牌三明治,快餐,60,5,300,现金,午夜
3986,2022-07-30,冰咖啡,饮品,40,7,280,现金,早晨
3987,2022-07-30,脆球点心,快餐,20,5,100,在线支付,晚上
3988,2022-07-30,新鲜甘蔗汁,饮品,25,14,350,在线支付,晚上
3989,2022-07-30,咖喱土豆球,快餐,20,1,20,现金,下午
3990,2022-07-30,脆球点心,快餐,20,10,200,在线支付,下午
3991,2022-07-30,冰咖啡,饮品,40,6,240,在线支付,下午
3992,2022-07-30,法兰基卷,快餐,50,13,650,在线支付,早晨
3993,2022-07-30,咖喱土豆球,快餐,20,11,220,现金,午夜
3994,2022-07-30,招牌三明治,快餐,60,11,660,在线支付,晚上
3995,2022-07-30,瓦达汉堡,快餐,20,6,120,现金,早晨
3996,2022-07-30,法兰基卷,快餐,50,7,350,其他,早晨
3997,2022-07-30,瓦达汉堡,快餐,20,5,100,在线支付,晚上
3998,2022-07-30,法兰基卷,快餐,50,11,550,现金,午夜
3999,2022-07-30,法兰基卷,快餐,50,4,200,在线支付,傍晚
4000,2022-07-30,脆球点心,快餐,20,6,120,现金,晚上
4001,2022-07-30,脆球点心,快餐,20,5,100,在线支付,早晨
4002,2022-07-30,冰咖啡,饮品,40,15,600,其他,早晨
4003,2022-07-30,招牌三明治,快餐,60,10,600,现金,晚上
4004,2022-07-30,法兰基卷,快餐,50,13,650,现金,傍晚
4005,2022-07-30,脆球点心,快餐,20,6,120,现金,下午
4006,2022-07-30,法兰基卷,快餐,50,2,100,现金,午夜
4007,2022-07-30,脆球点心,快餐,20,10,200,现金,早晨
4008,2022-07-30,瓦达汉堡,快餐,20,10,200,在线支付,晚上
4009,2022-07-30,脆球点心,快餐,20,3,60,在线支付,下午
4010,2022-07-30,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
4011,2022-07-30,脆球点心,快餐,20,13,260,在线支付,傍晚
4012,2022-07-30,招牌三明治,快餐,60,2,120,其他,早晨
4013,2022-07-30,招牌三明治,快餐,60,5,300,在线支付,傍晚
4014,2022-07-30,招牌三明治,快餐,60,11,660,现金,晚上
4015,2022-07-30,咖喱土豆球,快餐,20,1,20,现金,晚上
4016,2022-07-30,瓦达汉堡,快餐,20,7,140,在线支付,下午
4017,2022-07-30,招牌三明治,快餐,60,15,900,现金,午夜
4018,2022-07-30,新鲜甘蔗汁,饮品,25,11,275,在线支付,下午
4019,2022-07-30,脆球点心,快餐,20,14,280,其他,下午
4020,2022-07-30,招牌三明治,快餐,60,9,540,现金,傍晚
4021,2022-07-30,新鲜甘蔗汁,饮品,25,13,325,现金,下午
4022,2022-07-30,冰咖啡,饮品,40,15,600,现金,午夜
4023,2022-07-30,法兰基卷,快餐,50,12,600,在线支付,早晨
4024,2022-07-30,脆球点心,快餐,20,13,260,现金,午夜
4025,2022-07-30,脆球点心,快餐,20,10,200,其他,傍晚
4026,2022-07-30,新鲜甘蔗汁,饮品,25,8,200,在线支付,晚上
4027,2022-07-30,冰咖啡,饮品,40,11,440,其他,晚上
4028,2022-07-30,脆球点心,快餐,20,9,180,现金,下午
4029,2022-07-30,咖喱土豆球,快餐,20,7,140,在线支付,傍晚
4030,2022-07-30,法兰基卷,快餐,50,11,550,其他,下午
4031,2022-07-30,招牌三明治,快餐,60,15,900,现金,下午
4032,2022-07-30,法兰基卷,快餐,50,7,350,现金,午夜
4033,2022-07-30,脆球点心,快餐,20,11,220,在线支付,傍晚
4034,2022-07-30,冰咖啡,饮品,40,10,400,现金,傍晚
4035,2022-07-30,冰咖啡,饮品,40,1,40,现金,晚上
4036,2022-07-30,瓦达汉堡,快餐,20,15,300,现金,傍晚
4037,2022-07-30,脆球点心,快餐,20,5,100,现金,早晨
4038,2022-07-30,冰咖啡,饮品,40,9,360,现金,晚上
4039,2022-07-30,新鲜甘蔗汁,饮品,25,12,300,现金,午夜
4040,2022-07-30,脆球点心,快餐,20,2,40,现金,晚上
4041,2022-07-30,咖喱土豆球,快餐,20,3,60,其他,晚上
4042,2022-07-30,招牌三明治,快餐,60,11,660,其他,傍晚
4043,2022-07-30,瓦达汉堡,快餐,20,8,160,现金,早晨
4044,2022-07-30,法兰基卷,快餐,50,2,100,在线支付,午夜
4045,2022-07-30,招牌三明治,快餐,60,13,780,现金,午夜
4046,2022-07-30,咖喱土豆球,快餐,20,8,160,在线支付,午夜
4047,2022-07-30,招牌三明治,快餐,60,11,660,现金,下午
4048,2022-07-30,冰咖啡,饮品,40,3,120,其他,午夜
4049,2022-07-30,脆球点心,快餐,20,6,120,在线支付,午夜
4050,2022-07-30,脆球点心,快餐,20,4,80,在线支付,下午
4051,2022-07-30,瓦达汉堡,快餐,20,8,160,现金,傍晚
4052,2022-07-30,咖喱土豆球,快餐,20,8,160,现金,傍晚
4053,2022-07-30,冰咖啡,饮品,40,1,40,在线支付,午夜
4054,2022-07-30,冰咖啡,饮品,40,5,200,在线支付,傍晚
4055,2022-07-30,招牌三明治,快餐,60,11,660,现金,下午
4056,2022-07-30,脆球点心,快餐,20,9,180,在线支付,下午
4057,2022-07-30,新鲜甘蔗汁,饮品,25,6,150,现金,下午
4058,2022-07-30,新鲜甘蔗汁,饮品,25,15,375,现金,午夜
4059,2022-07-30,脆球点心,快餐,20,4,80,在线支付,傍晚
4060,2022-07-30,咖喱土豆球,快餐,20,13,260,现金,傍晚
4061,2022-07-30,瓦达汉堡,快餐,20,12,240,现金,早晨
4062,2022-07-30,法兰基卷,快餐,50,8,400,在线支付,午夜
4063,2022-07-30,冰咖啡,饮品,40,9,360,在线支付,午夜
4064,2022-07-30,瓦达汉堡,快餐,20,7,140,现金,午夜
4065,2022-07-30,瓦达汉堡,快餐,20,14,280,现金,晚上
4066,2022-07-30,瓦达汉堡,快餐,20,2,40,在线支付,早晨
4067,2022-07-30,招牌三明治,快餐,60,10,600,现金,午夜
4068,2022-07-30,法兰基卷,快餐,50,2,100,在线支付,早晨
4069,2022-07-30,咖喱土豆球,快餐,20,2,40,现金,早晨
4070,2022-07-30,冰咖啡,饮品,40,13,520,在线支付,晚上
4071,2022-07-30,脆球点心,快餐,20,9,180,其他,傍晚
4072,2022-07-31,新鲜甘蔗汁,饮品,25,10,250,在线支付,晚上
4073,2022-07-31,招牌三明治,快餐,60,1,60,现金,早晨
4074,2022-07-31,瓦达汉堡,快餐,20,3,60,在线支付,午夜
4075,2022-07-31,咖喱土豆球,快餐,20,5,100,现金,午夜
4076,2022-07-31,瓦达汉堡,快餐,20,11,220,现金,午夜
4077,2022-07-31,瓦达汉堡,快餐,20,7,140,现金,傍晚
4078,2022-07-31,新鲜甘蔗汁,饮品,25,7,175,在线支付,午夜
4079,2022-07-31,新鲜甘蔗汁,饮品,25,9,225,现金,傍晚
4080,2022-07-31,招牌三明治,快餐,60,5,300,现金,午夜
4081,2022-07-31,法兰基卷,快餐,50,4,200,在线支付,下午
4082,2022-07-31,脆球点心,快餐,20,14,280,在线支付,午夜
4083,2022-07-31,招牌三明治,快餐,60,5,300,现金,下午
4084,2022-07-31,新鲜甘蔗汁,饮品,25,7,175,在线支付,午夜
4085,2022-07-31,冰咖啡,饮品,40,6,240,现金,下午
4086,2022-07-31,瓦达汉堡,快餐,20,1,20,现金,早晨
4087,2022-07-31,脆球点心,快餐,20,13,260,现金,傍晚
4088,2022-07-31,咖喱土豆球,快餐,20,6,120,在线支付,傍晚
4089,2022-07-31,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
4090,2022-07-31,新鲜甘蔗汁,饮品,25,12,300,现金,早晨
4091,2022-07-31,咖喱土豆球,快餐,20,14,280,在线支付,晚上
4092,2022-07-31,冰咖啡,饮品,40,1,40,其他,早晨
4093,2022-07-31,冰咖啡,饮品,40,14,560,在线支付,晚上
4094,2022-07-31,脆球点心,快餐,20,7,140,现金,午夜
4095,2022-07-31,脆球点心,快餐,20,9,180,现金,午夜
4096,2022-07-31,招牌三明治,快餐,60,10,600,在线支付,早晨
4097,2022-07-31,新鲜甘蔗汁,饮品,25,9,225,在线支付,傍晚
4098,2022-07-31,招牌三明治,快餐,60,7,420,现金,傍晚
4099,2022-07-31,瓦达汉堡,快餐,20,6,120,在线支付,早晨
4100,2022-07-31,咖喱土豆球,快餐,20,8,160,在线支付,傍晚
4101,2022-07-31,瓦达汉堡,快餐,20,12,240,在线支付,下午
4102,2022-07-31,咖喱土豆球,快餐,20,6,120,其他,晚上
4103,2022-07-31,脆球点心,快餐,20,10,200,现金,傍晚
4104,2022-07-31,冰咖啡,饮品,40,2,80,现金,傍晚
4105,2022-07-31,新鲜甘蔗汁,饮品,25,6,150,在线支付,早晨
4106,2022-07-31,瓦达汉堡,快餐,20,7,140,现金,午夜
4107,2022-07-31,招牌三明治,快餐,60,7,420,现金,午夜
4108,2022-07-31,咖喱土豆球,快餐,20,1,20,现金,晚上
4109,2022-07-31,瓦达汉堡,快餐,20,2,40,在线支付,下午
4110,2022-07-31,咖喱土豆球,快餐,20,6,120,在线支付,午夜
4111,2022-07-31,冰咖啡,饮品,40,2,80,在线支付,傍晚
4112,2022-07-31,冰咖啡,饮品,40,11,440,现金,晚上
4113,2022-07-31,法兰基卷,快餐,50,4,200,现金,下午
4114,2022-07-31,新鲜甘蔗汁,饮品,25,8,200,其他,晚上
4115,2022-07-31,新鲜甘蔗汁,饮品,25,15,375,在线支付,午夜
4116,2022-07-31,招牌三明治,快餐,60,9,540,其他,午夜
4117,2022-07-31,咖喱土豆球,快餐,20,7,140,在线支付,傍晚
4118,2022-07-31,脆球点心,快餐,20,4,80,现金,早晨
4119,2022-07-31,脆球点心,快餐,20,8,160,在线支付,晚上
4120,2022-07-31,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
4121,2022-07-31,冰咖啡,饮品,40,8,320,在线支付,晚上
4122,2022-07-31,脆球点心,快餐,20,7,140,现金,傍晚
4123,2022-07-31,瓦达汉堡,快餐,20,11,220,在线支付,早晨
4124,2022-07-31,冰咖啡,饮品,40,1,40,在线支付,下午
4125,2022-07-31,瓦达汉堡,快餐,20,8,160,现金,午夜
4126,2022-07-31,新鲜甘蔗汁,饮品,25,3,75,现金,下午
4127,2022-07-31,招牌三明治,快餐,60,10,600,现金,下午
4128,2022-07-31,脆球点心,快餐,20,12,240,在线支付,傍晚
4129,2022-07-31,冰咖啡,饮品,40,9,360,现金,傍晚
4130,2022-07-31,新鲜甘蔗汁,饮品,25,15,375,其他,午夜
4131,2022-07-31,法兰基卷,快餐,50,7,350,现金,晚上
4132,2022-07-31,新鲜甘蔗汁,饮品,25,5,125,在线支付,早晨
4133,2022-07-31,脆球点心,快餐,20,15,300,在线支付,晚上
4134,2022-07-31,冰咖啡,饮品,40,9,360,其他,午夜
4135,2022-07-31,新鲜甘蔗汁,饮品,25,5,125,现金,下午
4136,2022-07-31,脆球点心,快餐,20,5,100,现金,傍晚
4137,2022-07-31,冰咖啡,饮品,40,13,520,现金,晚上
4138,2022-07-31,招牌三明治,快餐,60,7,420,在线支付,早晨
4139,2022-07-31,咖喱土豆球,快餐,20,6,120,在线支付,早晨
4140,2022-07-31,法兰基卷,快餐,50,8,400,现金,早晨
4141,2022-07-31,招牌三明治,快餐,60,10,600,现金,下午
4142,2022-07-31,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
4143,2022-07-31,瓦达汉堡,快餐,20,10,200,现金,午夜
4144,2022-07-31,脆球点心,快餐,20,4,80,在线支付,午夜
4145,2022-07-31,冰咖啡,饮品,40,5,200,在线支付,傍晚
4146,2022-07-31,招牌三明治,快餐,60,8,480,在线支付,下午
4147,2022-07-31,法兰基卷,快餐,50,13,650,在线支付,下午
4148,2022-07-31,咖喱土豆球,快餐,20,11,220,现金,午夜
4149,2022-07-31,新鲜甘蔗汁,饮品,25,1,25,在线支付,晚上
4150,2022-07-31,新鲜甘蔗汁,饮品,25,6,150,现金,早晨
4151,2022-07-31,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
4152,2022-07-31,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
4153,2022-07-31,招牌三明治,快餐,60,15,900,现金,下午
4154,2022-07-31,法兰基卷,快餐,50,2,100,现金,午夜
4155,2022-07-31,咖喱土豆球,快餐,20,13,260,其他,晚上
4156,2022-07-31,招牌三明治,快餐,60,15,900,现金,下午
4157,2022-07-31,新鲜甘蔗汁,饮品,25,5,125,在线支付,傍晚
4158,2022-07-31,咖喱土豆球,快餐,20,3,60,在线支付,傍晚
4159,2022-07-31,瓦达汉堡,快餐,20,10,200,在线支付,傍晚
4160,2022-07-31,冰咖啡,饮品,40,13,520,在线支付,晚上
4161,2022-07-31,招牌三明治,快餐,60,10,600,现金,早晨
4162,2022-07-31,新鲜甘蔗汁,饮品,25,3,75,现金,晚上
4163,2022-07-31,冰咖啡,饮品,40,10,400,现金,早晨
4164,2022-07-31,瓦达汉堡,快餐,20,4,80,在线支付,午夜
4165,2022-07-31,冰咖啡,饮品,40,12,480,现金,晚上
4166,2022-07-31,咖喱土豆球,快餐,20,15,300,现金,晚上
4167,2022-07-31,咖喱土豆球,快餐,20,11,220,其他,早晨
4168,2022-07-31,瓦达汉堡,快餐,20,2,40,在线支付,午夜
4169,2022-07-31,法兰基卷,快餐,50,12,600,在线支付,午夜
4170,2022-07-31,咖喱土豆球,快餐,20,15,300,现金,傍晚
4171,2022-07-31,脆球点心,快餐,20,2,40,现金,晚上
4172,2022-07-31,脆球点心,快餐,20,8,160,在线支付,下午
4173,2022-07-31,招牌三明治,快餐,60,1,60,现金,早晨
4174,2022-07-31,招牌三明治,快餐,60,9,540,在线支付,下午
4175,2022-07-31,脆球点心,快餐,20,13,260,现金,下午
4176,2022-07-31,咖喱土豆球,快餐,20,6,120,现金,下午
4177,2022-07-31,冰咖啡,饮品,40,10,400,在线支付,下午
4178,2022-07-31,咖喱土豆球,快餐,20,11,220,在线支付,午夜
4179,2022-07-31,脆球点心,快餐,20,12,240,现金,傍晚
4180,2022-08-01,脆球点心,快餐,20,10,200,在线支付,早晨
4181,2022-08-01,冰咖啡,饮品,40,6,240,在线支付,晚上
4182,2022-08-01,咖喱土豆球,快餐,20,12,240,其他,午夜
4183,2022-08-01,脆球点心,快餐,20,13,260,现金,早晨
4184,2022-08-01,新鲜甘蔗汁,饮品,25,11,275,现金,午夜
4185,2022-08-01,新鲜甘蔗汁,饮品,25,11,275,在线支付,傍晚
4186,2022-08-01,冰咖啡,饮品,40,12,480,现金,下午
4187,2022-08-01,新鲜甘蔗汁,饮品,25,10,250,在线支付,晚上
4188,2022-08-01,新鲜甘蔗汁,饮品,25,1,25,在线支付,午夜
4189,2022-08-01,冰咖啡,饮品,40,10,400,现金,早晨
4190,2022-08-01,瓦达汉堡,快餐,20,8,160,在线支付,早晨
4191,2022-08-01,咖喱土豆球,快餐,20,9,180,现金,晚上
4192,2022-08-01,咖喱土豆球,快餐,20,5,100,在线支付,早晨
4193,2022-08-01,脆球点心,快餐,20,6,120,现金,午夜
4194,2022-08-01,瓦达汉堡,快餐,20,11,220,现金,傍晚
4195,2022-08-01,新鲜甘蔗汁,饮品,25,8,200,现金,傍晚
4196,2022-08-01,新鲜甘蔗汁,饮品,25,10,250,现金,傍晚
4197,2022-08-01,招牌三明治,快餐,60,7,420,现金,午夜
4198,2022-08-01,招牌三明治,快餐,60,15,900,其他,午夜
4199,2022-08-01,招牌三明治,快餐,60,4,240,现金,下午
4200,2022-08-01,新鲜甘蔗汁,饮品,25,4,100,现金,傍晚
4201,2022-08-01,招牌三明治,快餐,60,5,300,其他,早晨
4202,2022-08-01,脆球点心,快餐,20,1,20,其他,下午
4203,2022-08-01,法兰基卷,快餐,50,7,350,现金,晚上
4204,2022-08-01,法兰基卷,快餐,50,9,450,现金,晚上
4205,2022-08-01,脆球点心,快餐,20,14,280,现金,午夜
4206,2022-08-01,新鲜甘蔗汁,饮品,25,8,200,现金,早晨
4207,2022-08-01,法兰基卷,快餐,50,8,400,在线支付,傍晚
4208,2022-08-01,脆球点心,快餐,20,2,40,在线支付,下午
4209,2022-08-01,新鲜甘蔗汁,饮品,25,2,50,现金,午夜
4210,2022-08-01,法兰基卷,快餐,50,14,700,在线支付,下午
4211,2022-08-01,咖喱土豆球,快餐,20,11,220,在线支付,傍晚
4212,2022-08-01,新鲜甘蔗汁,饮品,25,4,100,现金,早晨
4213,2022-08-01,招牌三明治,快餐,60,11,660,在线支付,傍晚
4214,2022-08-01,瓦达汉堡,快餐,20,8,160,在线支付,傍晚
4215,2022-08-01,瓦达汉堡,快餐,20,4,80,在线支付,傍晚
4216,2022-08-01,新鲜甘蔗汁,饮品,25,2,50,其他,傍晚
4217,2022-08-01,瓦达汉堡,快餐,20,8,160,现金,早晨
4218,2022-08-01,法兰基卷,快餐,50,6,300,现金,午夜
4219,2022-08-01,招牌三明治,快餐,60,8,480,其他,午夜
4220,2022-08-01,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
4221,2022-08-01,新鲜甘蔗汁,饮品,25,7,175,在线支付,下午
4222,2022-08-01,瓦达汉堡,快餐,20,2,40,在线支付,早晨
4223,2022-08-01,瓦达汉堡,快餐,20,8,160,现金,晚上
4224,2022-08-01,脆球点心,快餐,20,2,40,在线支付,早晨
4225,2022-08-01,脆球点心,快餐,20,5,100,在线支付,早晨
4226,2022-08-01,瓦达汉堡,快餐,20,8,160,现金,傍晚
4227,2022-08-01,法兰基卷,快餐,50,3,150,现金,早晨
4228,2022-08-01,脆球点心,快餐,20,9,180,现金,下午
4229,2022-08-01,瓦达汉堡,快餐,20,13,260,其他,傍晚
4230,2022-08-01,瓦达汉堡,快餐,20,1,20,现金,下午
4231,2022-08-01,新鲜甘蔗汁,饮品,25,11,275,现金,傍晚
4232,2022-08-01,瓦达汉堡,快餐,20,8,160,在线支付,傍晚
4233,2022-08-01,咖喱土豆球,快餐,20,15,300,在线支付,傍晚
4234,2022-08-01,新鲜甘蔗汁,饮品,25,15,375,其他,傍晚
4235,2022-08-01,瓦达汉堡,快餐,20,15,300,在线支付,早晨
4236,2022-08-01,脆球点心,快餐,20,12,240,在线支付,傍晚
4237,2022-08-01,法兰基卷,快餐,50,11,550,在线支付,下午
4238,2022-08-01,招牌三明治,快餐,60,9,540,现金,晚上
4239,2022-08-01,脆球点心,快餐,20,15,300,现金,早晨
4240,2022-08-01,冰咖啡,饮品,40,12,480,在线支付,晚上
4241,2022-08-01,法兰基卷,快餐,50,6,300,现金,下午
4242,2022-08-01,法兰基卷,快餐,50,10,500,在线支付,午夜
4243,2022-08-01,瓦达汉堡,快餐,20,7,140,在线支付,早晨
4244,2022-08-01,冰咖啡,饮品,40,9,360,在线支付,下午
4245,2022-08-01,冰咖啡,饮品,40,5,200,现金,下午
4246,2022-08-01,新鲜甘蔗汁,饮品,25,5,125,其他,傍晚
4247,2022-08-01,法兰基卷,快餐,50,7,350,在线支付,晚上
4248,2022-08-01,法兰基卷,快餐,50,5,250,在线支付,晚上
4249,2022-08-01,咖喱土豆球,快餐,20,15,300,现金,早晨
4250,2022-08-01,瓦达汉堡,快餐,20,14,280,现金,下午
4251,2022-08-01,脆球点心,快餐,20,15,300,在线支付,午夜
4252,2022-08-01,新鲜甘蔗汁,饮品,25,7,175,在线支付,早晨
4253,2022-08-01,冰咖啡,饮品,40,12,480,在线支付,早晨
4254,2022-08-01,法兰基卷,快餐,50,8,400,在线支付,午夜
4255,2022-08-01,瓦达汉堡,快餐,20,7,140,现金,午夜
